sheetname: IND_NewTechs
range: N8:AS247
filename: SubRES_TMPL/Before_SubRES_NewTechs_Industry.xlsx
tag: ~FI_T
types: TechName (object), *TechDesc (object), Comm-IN (object), Comm-OUT (object), Year (object), Start (object), LIFE (object), AFA (object), CAP2ACT (object), EFF (object), EFF~2020 (object), EFF~2025 (object), EFF~2030 (object), EFF~2035 (object), EFF~2040 (object), EFF~2045 (object), EFF~2050 (object), EFF~2055 (object), EFF~2060 (object), INVCOST (object), INVCOST~2020 (object), INVCOST~2025 (object), INVCOST~2030 (object), INVCOST~2035 (object), INVCOST~2040 (object), INVCOST~2045 (object), INVCOST~2050 (object), INVCOST~2055 (object), INVCOST~2060 (object), FLO_MARK (object), FLO_MARK~0 (object)
,Demand,T_C_Car,5.0481172027972,5.48378229839863,6.35511248960149,6.74413105923862,7.02925214039617,7.45352801169454,7.88852916041884,8.43314819991414,9.00741016265913,9.66045261821444,10.5787877598523,11.5124080218315
,Demand,T_F_MTrk,0.579476351785286,0.599305973808361,0.638965217854511,0.632176295865301,0.648008027288933,0.660848737607669,0.666969236767972,0.672968315529555,0.678911019339791,0.689702633250148,0.718088498452517,0.745276616193816
,Demand,T_F_HTrk,0.42523616734143,0.437561853351327,0.46221322537112,0.486864597390913,0.49919028340081,0.511515969410706,0.51459739091318,0.520760233918129,0.523841655420603,0.533085919928025,0.554655870445344,0.576225820962663
,Demand,T_F_VHTrk,0.95476383265857,0.982438146648673,1.03778677462888,1.09313540260909,1.12080971659919,1.14848403058929,1.15540260908682,1.16923976608187,1.1761583445794,1.19691408007197,1.24534412955466,1.29377417903734
,Demand,T_P_Mcy,0.294756,0.297615270231991,0.303333810695972,0.309960893170267,0.312886651640459,0.313762981664661,0.310771677979796,0.307620192097124,0.308548730334145,0.31632921156076,0.331859577739379,0.346995220697418
,Demand,T_P_Bus,0.17914,0.189468564106252,0.210125692318755,0.317407832230753,0.378369325096092,0.423633085164805,0.461848100110118,0.503403301233288,0.551110710048023,0.609967085464279,0.690182196810532,0.772731150286186
,Demand,T_F_DSHIP,1.96896877687202,1.71793363506464,1.21586335144989,1.21287830456149,1.24061030229924,1.28846774576984,1.3592619740899,1.44534739230959,1.53863087244131,1.63671306051437,1.73479524858742,1.83287743666048
,Demand,T_F_ISHIP,10.97648,10.780924,10.389811,8.86565706060223,8.4321690641781,8.06966661308031,8.32329220824467,8.71052165315826,9.66120023375638,10.7156372113364,11.8851569232338,13.1823196608833
,Demand,T_O_JET,8.19216614100753,9.03240456517532,10.7128814135109,10.9987703407456,11.3518983445328,11.8394730237032,12.1406662509895,13.0786805788883,13.5764046916237,14.0930702633926,14.6293981330316,15.1861365717216
,Demand,T_O_JET_Int,32.2853297829,36.7622542537252,45.7161031953756,48.7444553109002,53.5186756400004,59.4071958431176,65.0472800638473,69.8004884574682,70.8862909555763,67.6564794765587,64.0468055979517,60.6297185286304
,Demand,T_F_Rail,1.6371604934448,1.50166815176831,1.23068346841534,1.23647096251337,1.283269221729,1.32313616341945,1.36096936080406,1.39744672865146,1.45405083821438,1.52407277558767,1.59409471296095,1.66411665033424
,Demand,T_P_Rail,0.225753648,0.235948449094017,0.256338051282051,0.426251903990612,0.815198755512019,1.21150481385008,1.39078252781945,1.51363352588012,1.6152298484856,1.73903496118915,1.9210690617521,2.10688410935389


sheetname: Dem
range: R4:AG43
filename: SuppXLS/Scen_Cohesive.xlsx
tag: ~TFM_INS-TS: Region=SI
types: TimeSlice (object), Attribute (object), Cset_CN (object), *2015 (object), *2016 (object), *2018 (object), 2020 (object), 2025 (object), 2030 (object), 2035 (object), 2040 (object), 2045 (object), 2050 (object), 2055 (object), 2060 (object)
TimeSlice,Attribute,Cset_CN,*2015,*2016,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
\I:,Demand,AGR,9.963,10.241964,10.241964,11.1266029069217,10.0575677653019,9.09124466828167,10.285908883092,11.6375617873749,13.4911236681681,15.6399099016824,18.1309420734082,21.0187310883373
\I:,Demand,CCK,0.2,0.2056,0.2056,0.218164996538534,0.24925121815182,0.284766899987977,0.3221876094058,0.364525707373319,0.422585201973757,0.489892068831005,0.567919174600976,0.658373975412766
\I:,Demand,CCL,2.53,2.60084,2.60084,2.75978720621246,3.15302790962052,3.60230128484791,4.07567325898337,4.61125019827248,5.34570280496802,6.19713467071222,7.18417755870234,8.32843078897149
\I:,Demand,CH,5.67,5.82876,5.82876,6.18497765186745,7.06627203460409,8.07314161465914,9.13401872665443,10.3343038040336,11.980290475956,13.888440151359,16.1005085999377,18.6649022029519
\I:,Demand,CHW,1.2,1.2336,1.2336,1.30898997923121,1.49550730891092,1.70860139992786,1.9331256564348,2.18715424423991,2.53551121184254,2.93935241298603,3.40751504760585,3.9502438524766
\I:,Demand,CL,0.62,0.63736,0.63736,0.676311489269457,0.772678776270642,0.882777389962728,0.99878158915798,1.13002969285729,1.31001412611865,1.51866541337612,1.76054944126302,2.04095932377957
\I:,Demand,CMotS,0.76,0.78128,0.78128,0.829026986846431,0.947154628976915,1.08211421995431,1.22431291574204,1.38519768801861,1.60582376750028,1.86158986155782,2.15809286348371,2.50182110656851
\I:,Demand,CMotT,0.14,0.14392,0.14392,0.152715497576974,0.174475852706274,0.199336829991584,0.22553132658406,0.255167995161323,0.29580964138163,0.342924448181704,0.397543422220683,0.460861782788936
\I:,Demand,COTH,0.98,1.00744,1.00744,1.06900848303882,1.22133096894392,1.39535780994109,1.57871928608842,1.78617596612926,2.07066748967141,2.40047113727193,2.78280395554478,3.22603247952255
\I:,Demand,CRF,2.79,2.86812,2.86812,3.04340170171255,3.47705449321789,3.97249825483228,4.49451715121091,5.0851336178578,5.89506356753391,6.83399436019252,7.92247248568361,9.18431695700808
\I:,Demand,ICHEM,0,0,0,0,0,0,0,0,0,0,0,0
\I:,Demand,IFOOD,10.65,10.9482,10.9482,12.2268668017224,10.7730396822763,9.49207886844333,8.36342981201295,9.46245317724574,10.9695766476586,12.7167458136774,14.7421937312592,17.0902429909568
\I:,Demand,IMET,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41
\I:,Demand,IMETH,,,,,,,,,,,,
\I:,Demand,IOTH,8.53,8.76884,8.76884,9.79297406748284,10.2925141652931,10.8175358285197,11.369338873091,12.8633633761518,14.9121636702729,17.2872847346658,20.0407010079402,23.2326651093029
\I:,Demand,IWOD,16.33,16.78724,16.78724,18.7478624293077,21.7339108628394,25.1955593964369,29.2085587957751,33.0468033082386,38.3103023137325,44.4121402509053,51.4858427770501,59.68620272492
\I:,Demand,RCD,0.07,0.0711554379649108,0.0711554379649108,0.0757771898245538,0.0784884734662011,0.0806304786276593,0.0825432543210948,0.0850571880896099,0.0872675066686908,0.0898543080826701,0.0947060788098285,0.0994728372839453
\I:,Demand,RCK,0.18,0.182971126195485,0.182971126195485,0.194855630977424,0.201827503198803,0.207335516471124,0.212254082539958,0.218718483658997,0.224402160005205,0.231053935069723,0.243529916939559,0.255787295873002
\I:,Demand,RCL,0.07,0.0711554379649108,0.0711554379649108,0.0757771898245538,0.0784884734662011,0.0806304786276593,0.0825432543210948,0.0850571880896099,0.0872675066686908,0.0898543080826701,0.0947060788098285,0.0994728372839453
\I:,Demand,RH,4.94,4.9902503462483,4.9902503462483,5.5191129060416,5.7165850025023,6.10749837641555,6.25238495827563,6.44280732300602,6.62449049708453,6.80617367116305,7.17045993412554,7.53474619708802
\I:,Demand,RHW,3.47,3.52727671054629,3.52727671054629,3.75638355273145,3.89078575611026,3.99696801197111,4.09178703563141,4.21640632387066,4.32597497343367,4.45420641495522,4.6947156210015,4.93101064821843
\I:,Demand,RL,0.69,0.701389317082692,0.701389317082692,0.746946585413459,0.773672095595411,0.794786146472642,0.813640649736505,0.838420854026154,0.860208280019952,0.885706751100605,0.933531348268309,0.980517967513175
\I:,Demand,ROTH,3.92,3.984704526035,3.984704526035,4.24352263017501,4.39535451410726,4.51530680314892,4.62242224198131,4.76320253301815,4.88698037344668,5.03184125262952,5.30354041335039,5.57047888790093
\I:,Demand,RRF,5.39,5.47896872329813,5.47896872329813,5.83484361649064,6.04361245689749,6.20854685432977,6.3558305827243,6.54940348289996,6.71959801348919,6.9187817223656,7.29236806835679,7.65940847086379
\I:,Demand,Rmot,0.05,0.0508253128320791,0.0508253128320791,0.0541265641603956,0.0560631953330008,0.0575931990197567,0.0589594673722105,0.0607551343497213,0.0623339333347791,0.0641816486304786,0.0676471991498775,0.0710520266313895
,Demand,T_P_Car,8.121135,8.52096969629585,9.32063908888756,9.21991639179082,9.29374363884953,9.54691593439402,9.79481261102973,10.1327235766888,10.4624772589718,10.8621047255071,11.5532512081374,12.240563285076
,Demand,T_C_Car,2.2121777972028,2.35779127652355,2.64901823516507,2.81117386757484,2.93002163690264,3.1068736629917,3.28819633464761,3.51521131970126,3.75458244233084,4.02679184475032,4.40958389448542,4.79874728108936
,Demand,T_F_MTrk,0.244466585909418,0.252322651321442,0.268034782145489,0.265186947591223,0.271828083234518,0.277214537609033,0.279781980426284,0.282298489500649,0.28479135026462,0.289318244378158,0.301225620527794,0.312630562474719
,Demand,T_F_HTrk,0.1787224471435,0.184885290148448,0.19412955465587,0.203373819163293,0.209536662168241,0.212618083670715,0.215699505173189,0.218780926675664,0.218780926675664,0.224943769680612,0.234188034188034,0.240350877192982
,Demand,T_F_VHTrk,0.4012775528565,0.415114709851552,0.43587044534413,0.456626180836707,0.470463337831759,0.477381916329285,0.484300494826811,0.491219073324337,0.491219073324337,0.505056230319388,0.525811965811966,0.539649122807018
,Demand,T_P_Mcy,0.11165,0.112988729768009,0.115666189304028,0.118193205248102,0.119308845249771,0.119643004354025,0.118502370880013,0.117300657289768,0.117654724247397,0.120621550175471,0.12654353516704,0.132315005678705
,Demand,T_P_Bus,0.086125,0.0910414358937484,0.100874307681245,0.152376870127386,0.181642441225078,0.203372056531021,0.221717805368764,0.241667065726207,0.264569794956253,0.292824769667941,0.331333358186248,0.37096234614949
,Demand,T_F_DSHIP,3.8910573447709,3.39496408834203,2.4027775754843,2.49731809091258,2.57795885172192,2.65985852330765,2.77444978895075,2.9108354506321,3.01726220963991,3.10371636686535,3.19017052409079,3.27662468131623
,Demand,T_F_ISHIP,3.0599396,3.0054238,2.8963924,2.47546887455724,2.35443035081254,2.25321241191537,2.32402975374674,2.43215196416423,2.69760044924459,2.99202035521875,3.31857366369812,3.68076745941309
,Demand,T_O_JET,4.22020679991297,4.65305689721153,5.51875709180864,5.66603320583862,5.84794763203206,6.09912246675618,6.2542826141461,6.73750211639702,6.99390544720008,7.26006649932346,7.53635661398597,7.8231612642202
,Demand,T_O_JET_Int,8.07133244572499,9.1905635634313,11.4290257988439,12.1598273530901,13.2959712928061,14.668573777884,15.9893880039485,17.1069458840793,17.337361748428,16.5259324284037,15.6239150982162,14.7711316171615
,Demand,T_F_Rail,0.5655245252894,0.518474220125731,0.424373609798393,0.398304802890662,0.405054204564263,0.42297886999423,0.442062197674989,0.461917966856276,0.478006168079299,0.491582657330147,0.505159146580994,0.518735635831841
,Demand,T_P_Rail,0.025286744,0.0216904789059829,0.0144979487179487,0,0,0,0,0,0,0,0,0


sheetname: Dem_AGR
range: B5:O42
filename: SuppXLS/Scen_Cohesive.xlsx
tag: ~TFM_INS-TS: Region=NI
types: TimeSlice (object), Attribute (object), Cset_CN (object), *2018 (object), 2020 (object), 2025 (object), 2030 (object), 2035 (object), 2040 (object), 2045 (object), 2050 (object), 2055 (object), 2060 (object)
TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,ADCF-MoTP-Stat,0.604259300435732,0.592960515531926,0.576218692452126,0.557864597997915,0.5382427683452,0.517528797886215,0.497611992939542,0.478461675038428,0.460048346359674,0.44234364428723
,Demand,ADCF-IRG,0.147161369920551,0.140099215343676,0.130752460249775,0.120353043573523,0.110400801852234,0.100923962629552,0.0922606182379373,0.084340938027675,0.0771010856337738,0.0704827044246996
,Demand,ADCF-WH,1.23360020135747,1.21053364148428,1.17635507558147,1.1388850447551,1.09882692236768,1.05653918577729,1.0158788689648,0.976783341594611,0.939192383624428,0.903048092546423
,Demand,ADCF-MoTP-Mob-Trac,0.213283009333704,0.206155550914604,0.196338313349066,0.185356185975031,0.174388184036251,0.163506093370621,0.153303061885001,0.143736715243049,0.134767323332129,0.126357635259687
,Demand,ADCF-MoTP-Mob-MTr,0.0686446415931673,0.0663506856415058,0.0631910305136708,0.0596564583043034,0.0561264323334924,0.0526240567065724,0.0493402347008617,0.0462613282345462,0.0433745502630745,0.0406679116731252
,Demand,ADCF-MoTP-Mob-Uti,0.0630708327601095,0.0609631414847471,0.0580600440903667,0.0548124721383305,0.0515690772792913,0.0483510876110265,0.0453339054431359,0.0425050000790159,0.0398526227567869,0.0373657578553647
,Demand,ADCF-MoTP-Mob-Bike,0.0393518531015,0.0380367989976983,0.0362254662912232,0.0341992052003135,0.0321755503275687,0.0301677465430626,0.0282852328000953,0.0265201908075421,0.0248652901476586,0.0233136578320324
,Demand,ADCF-PUMP,0.531264048900419,0.52133017082635,0.506610780146,0.490473882415814,0.473222393426536,0.455010695556254,0.437499864643929,0.420662928218557,0.404473951829522,0.388907999098965
,Demand,ADCF-RFGR,2.00496046788605,1.96747057397636,1.91192042619852,1.85102068700046,1.78591454344103,1.717184625882,1.65109974057551,1.58755809494176,1.52646181383119,1.46771678876438
,Demand,ADCF-LIG,0.00701971050597955,0.00688845195681554,0.00669396136101044,0.00648074092803563,0.00625279315187334,0.00601215792135784,0.00578078340245694,0.00555831320188848,0.00534440464196545,0.00513872823275909
,Demand,ALIVE-IRG,0.044328870625555,0.0416569149980712,0.0399917077031621,0.0359224372683787,0.0322672267180671,0.0285758904353699,0.0249495477777645,0.0217833958918206,0.0190190355675579,0.0166054785817786
,Demand,ALIVE-MoTP-Mob-Trac,0.0898003228893245,0.0856791654784843,0.0839370940506954,0.077329392012177,0.0712418619753659,0.064709525260633,0.0579463306630878,0.0518899995602141,0.0464666532556514,0.0416101345746866
,Demand,ALIVE-MoTP-Mob-MTr,0.00561983829641552,0.00536193011192557,0.00525290868071039,0.00483938882050749,0.00445842210089319,0.00404961871518843,0.00362636789845987,0.00324735365471768,0.00290795254482781,0.00260402435401072
,Demand,ALIVE-MoTP-Mob-Uti,0.0103270371322723,0.0098531040300257,0.00965276581582997,0.00889288008140036,0.00819281412716708,0.0074415954049728,0.0066638280262551,0.00596734994942463,0.00534366512439991,0.00478516547608896
,Demand,ALIVE-MoTP-Mob-Bike,0.0165395891843009,0.0157805468073248,0.0154596888769936,0.0142426701219046,0.0131214576059981,0.0119183197753206,0.0106726621137691,0.0095571958750888,0.00855831394465058,0.00766383137193158
,Demand,ALIVE-LIG,0.0251086977649315,0.0243212099686712,0.0243117053451779,0.0229691815396905,0.0217007936346968,0.0202138016469474,0.0185628714518182,0.017046778362385,0.0156545097718606,0.0143759525106532
,Demand,AHORT-IRG,0.116908327778471,0.112501234470865,0.107114828085883,0.0941619559939136,0.0883448977685472,0.0829000592679228,0.0778028751159627,0.07303044317784,0.0677150320895683,0.0627864952116656
,Demand,AHORT-MoTP-Mob-Trac,0.107475849424601,0.105007330490887,0.102025276744626,0.0919874284743037,0.0885175326591816,0.0851917400622206,0.0820036369998684,0.0789471079051107,0.0750779140861419,0.071398349263168
,Demand,AHORT-MoTP-Mob-MTr,0.00672599914012072,0.00657151553925203,0.00638489416300306,0.00575671062971345,0.00553955936834852,0.00533142630155129,0.00513191005142814,0.00494062789666353,0.00469848796998538,0.00446821530903095
,Demand,AHORT-MoTP-Mob-Uti,0.0123597226838291,0.012075843006452,0.0117329068256319,0.0105785542745449,0.0101795162558059,0.00979705010715537,0.00943041825498487,0.00907891740908773,0.00863396011990632,0.00821081016526432
,Demand,AHORT-MoTP-Stat,0.0566348988929232,0.0553341013558519,0.0537626942600536,0.0484732034122422,0.0466447256685396,0.0448921837860969,0.0432121980445261,0.041601545817336,0.0395626561327455,0.0376236923298562
,Demand,AHORT-LIG,0.00185347100916311,0.00183847694313352,0.00182262740386724,0.00168522550480521,0.00166302307657394,0.0016413677476215,0.00162024597686338,0.00159964455837375,0.00156005136099219,0.00152143814461372
,Demand,AINDC-SH,2.1533824893455,2.21918790915831,2.18682403237002,2.12202391249172,2.09265171968057,2.05396448003465,2.00729363122367,1.95384543108543,1.89547385057076,1.83522839201826
,Demand,AINDC-LIG,0.00185416189872,0.00193992174566161,0.0019505429438028,0.00194102613332625,0.00196298732101457,0.00197584512369081,0.00198020570768457,0.00197664662706836,0.00196650955165877,0.00195257539765704
,Demand,AFORE-MoTP-Stat,0.15216621608104,0.15379584367151,0.162655887086334,0.170503195187551,0.180506893705686,0.19256862342559,0.206457069754229,0.221894867863391,0.216402693207915,0.211046456723235
,Demand,AFORE-MoTP-Mob-GB,0.0655011948047343,0.0662026813568199,0.0700165596580565,0.0733944977435828,0.0777006717569739,0.0828927421679558,0.0888711377141971,0.0955164644322241,0.0931523128401364,0.0908466769477619
,Demand,AFORE-MoTP-Mob-CY,0.0515233704887404,0.0520751612098673,0.055075165489169,0.0577322583252224,0.0611195033936879,0.0652035963355973,0.0699062141973857,0.0751334414492294,0.0732737950911164,0.071460177299119
,Demand,AFORE-LIG,0.00593664955316087,0.00591022632586778,0.00612601075834887,0.0062618269276439,0.00646432078596741,0.00672473542421973,0.00703039950673417,0.00736814345141025,0.00700703110852699,0.00666361686354894
,Demand,AFISH-BOAT,0.15597827044129,0.149147494707954,0.140538442361377,0.130439924671454,0.121097308896287,0.112451949420908,0.104423798049819,0.0969687911619427,0.0900460109191056,0.0836174606828134
,Demand,AFISH-RFGR,0.0746513375922891,0.0735783436205666,0.0721899233861502,0.0704735640699629,0.06881521002317,0.0672126761114488,0.065647461201404,0.0641186962269422,0.0626255323603431,0.0611671405409583
,Demand,AFISH-LIG,0.000910591790429931,0.000897503485071391,0.000880567632240043,0.000859631601444668,0.000839403114865054,0.000819855518385689,0.000800763136476479,0.000782115368330051,0.00076390186000529,0.000746112498678438
,Demand,AOTH-ELC,0.011645478000001,0.011299595657923,0.0108543465036142,0.0103223755231039,0.00981647641380314,0.00933537139460482,0.00887784530839027,0.00844274255283054,0.00802896416160917,0.00763546502869402
,Demand,AOTH-NGA,0.000620971999999886,0.00060252851062789,0.000578786483220393,0.000550420186559207,0.000523444120681908,0.000497790150447149,0.000473393480013463,0.000450192489180338,0.000428128577750214,0.000407146017518292
,Demand,AOTH-FOL,0.0159423255000001,0.0154688224903246,0.014859289163604,0.0141310361431743,0.0134384747669361,0.0127798557891884,0.0121535156946751,0.0115578724969395,0.0109914217426023,0.0104527327114693
,Demand,AOTH-LPG,0.0554279635,0.0537816975560865,0.0516624840834034,0.0491305083164338,0.0467226245554577,0.0444327510574537,0.0422551041453222,0.0401841835996896,0.0382147587666596,0.0363418553464221
,Demand,AOTH-PET,0.00694245250000014,0.00673625471829764,0.00647081940474038,0.00615368486860794,0.00585209308026634,0.00556528229042193,0.00529252808307594,0.00503314154582154,0.00478646752981459,0.0045518829950231


sheetname: Dem_AGR
range: P5:AC42
filename: SuppXLS/Scen_Cohesive.xlsx
tag: ~TFM_INS-TS: Region=SI
types: TimeSlice (object), Attribute (object), Cset_CN (object), *2018 (object), 2020 (object), 2025 (object), 2030 (object), 2035 (object), 2040 (object), 2045 (object), 2050 (object), 2055 (object), 2060 (object)
TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,ADCF-MoTP-Stat,0.412430141397432,0.404718287476216,0.393291351299854,0.38076397809184,0.36737132700263,0.353233247937664,0.339639264900219,0.326568438660446,0.31400063582299,0.3019164978149
,Demand,ADCF-IRG,0.935870381498199,0.890958722265704,0.831518182535601,0.765383258285998,0.70209213602006,0.641824328350715,0.586729928066132,0.5363648482648,0.490323122603175,0.448233633015107
,Demand,ADCF-WH,0.841979436819398,0.826235625274933,0.80290744355246,0.777332710816459,0.74999150635598,0.721128504712856,0.693376279467585,0.666692083014729,0.641034812866421,0.61636494834094
,Demand,ADCF-MoTP-Mob-Trac,0.155614973344074,0.150414656378535,0.143251830015356,0.135239079895642,0.127236635937855,0.1192968743312,0.111852566049805,0.104872794044815,0.0983285705387294,0.092192716635911
,Demand,ADCF-MoTP-Mob-MTr,0.0500843180387657,0.0484106080916608,0.0461052690492751,0.0435263840182465,0.0409508160015173,0.0383954221540339,0.0359994888094991,0.0337530653874864,0.031646822239079,0.0296720118997894
,Demand,ADCF-MoTP-Mob-Uti,0.0460175706888905,0.0444797626719383,0.0423616125902554,0.0399921279119969,0.0376256909130516,0.0352777899807976,0.0330764016747281,0.0310123833818238,0.0290771630021671,0.027262703348048
,Demand,ADCF-MoTP-Mob-Bike,0.0287117927985,0.0277523065743117,0.026430726896137,0.0249523317504801,0.0234758381466831,0.0220109097710842,0.0206373951772735,0.0193495900047921,0.0181421458540397,0.0170100480737698
,Demand,ADCF-PUMP,0.36260808339958,0.355827830723686,0.345781282205189,0.334767230774326,0.322992428072848,0.310562245993214,0.298610432485422,0.287118577803818,0.276068980691461,0.265444621114339
,Demand,ADCF-RFGR,1.36846239465445,1.34287410460248,1.30495899880909,1.26339259175435,1.21895515243866,1.17204434842345,1.12693888033792,1.08356927084336,1.04186871639742,1.00177298435452
,Demand,ADCF-LIG,0.00479122157402045,0.00470163258142688,0.00456888529252205,0.00442335417159895,0.00426777107426631,0.0041035283028681,0.00394560632222626,0.0037937618802607,0.00364776108631089,0.00350737905086695
,Demand,ALIVE-IRG,0.480829775984138,0.451847403826388,0.433785106292539,0.38964623327447,0.349998616602098,0.309959148579463,0.27062465836818,0.236281800529331,0.206297126056518,0.180117572000201
,Demand,ALIVE-MoTP-Mob-Trac,0.115730298896917,0.110419151190404,0.10817405406212,0.0996583682902324,0.0918130549546402,0.0833944963552121,0.0746784193179773,0.0668733136546257,0.0598839680859902,0.0536251224553435
,Demand,ALIVE-MoTP-Mob-MTr,0.00724257491365686,0.00691019535956807,0.00676969382889705,0.00623676949765523,0.00574579807447806,0.00521895210671921,0.00467348699086734,0.00418503182385717,0.00374762814166875,0.00335594023638346
,Demand,ALIVE-MoTP-Mob-Uti,0.0133089843731454,0.0126982023868964,0.0124400162171438,0.0114607123533767,0.0105585013197836,0.0095903670808494,0.00858801822156739,0.00769043107028196,0.00688665632988888,0.0061668890823645
,Demand,ALIVE-MoTP-Mob-Bike,0.0213154200156991,0.0203372030300973,0.0199236968979819,0.018355262177951,0.0169102978903199,0.0153597522321477,0.0137544090790695,0.0123168503147097,0.0110295397499713,0.00987677401185212
,Demand,ALIVE-LIG,0.03235887136875,0.0313439953069879,0.031331746209408,0.0296015666701121,0.0279669298821901,0.026050566759402,0.0239229280294642,0.0219690608188542,0.0201747726142921,0.018527030053514
,Demand,AHORT-IRG,0.486539824706697,0.46819873262118,0.44578201288746,0.391875775095597,0.367666802620673,0.345006904733246,0.323793847195619,0.303932317715882,0.281811060588398,0.261299865926721
,Demand,AHORT-MoTP-Mob-Trac,0.134040173108951,0.130961521421439,0.127242406824913,0.114723548616314,0.110396014214688,0.106248200377367,0.102272108179402,0.0984601104965059,0.0936345853942317,0.0890455590364262
,Demand,AHORT-MoTP-Mob-MTr,0.00838843418218261,0.00819576756252998,0.00796301981769088,0.00717957097781544,0.0069087474130796,0.00664917102961711,0.0064003412427605,0.00616178073568316,0.00585979216930018,0.00557260404748641
,Demand,AHORT-MoTP-Mob-Uti,0.0154146199075293,0.0150605749634655,0.014632876784865,0.0131932080908761,0.0126955416346891,0.0122185430433973,0.0117612924406312,0.0113229127070982,0.0107679773203366,0.010240239289189
,Demand,AHORT-MoTP-Stat,0.0706330928506968,0.0690107830203282,0.0670509782802578,0.0604541077024053,0.0581736933153229,0.0559879835157637,0.053892763233009,0.0518840133184308,0.0493411804147068,0.0469229716247069
,Demand,AHORT-LIG,0.00231158512587459,0.00229288504379128,0.00227311804498807,0.00210175513476802,0.00207406503192638,0.00204705725243865,0.00202071490833118,0.00199502152962867,0.00194564225922166,0.00189748518732715
,Demand,AINDC-SH,1.19557939144066,1.23211521550469,1.21414646898304,1.17816879744875,1.16186106364847,1.14038152312966,1.1144694033388,1.08479443063374,1.0523859481396,1.0189370699075
,Demand,AINDC-LIG,0.00102944914128,0.00107706386189922,0.00108296085682364,0.00107767702892298,0.00108987009891478,0.00109700887893875,0.00109942991857448,0.00109745388159161,0.00109182567642641,0.00108408929543322
,Demand,AFORE-MoTP-Stat,0.0535768424189605,0.0541506248449476,0.0572701947605741,0.0600331864441421,0.0635554306907066,0.067802295790902,0.0726923372176889,0.0781278964232211,0.0761941335707814,0.0743082337601062
,Demand,AFORE-MoTP-Mob-GB,0.0230625909133332,0.0233095802610876,0.0246524246980001,0.0258417771125522,0.0273579560153726,0.0291860539033373,0.0312910123122958,0.033630793319958,0.0327983892517885,0.0319865882222127
,Demand,AFORE-MoTP-Mob-CY,0.0181410800154143,0.018335362329028,0.0193916464416772,0.0203271934233671,0.02151982277265,0.0229578082178328,0.0246135727010834,0.0264540491088753,0.0257992784084555,0.0251607140992904
,Demand,AFORE-LIG,0.00209025988683913,0.0020809564217117,0.00215693286926526,0.00220475295500881,0.00227604986846053,0.00236774035269919,0.00247536290390524,0.00259428058857863,0.00246713502638699,0.00234622086185381
,Demand,AFISH-BOAT,0.337206568750626,0.322439239683402,0.303827486945212,0.281995686335728,0.261798056244134,0.243107811788541,0.225751898239837,0.209635055261896,0.194668823329094,0.180771058203938
,Demand,AFISH-RFGR,0.161387360758148,0.159067674724504,0.156066074425264,0.152355508625828,0.148770343356905,0.145305854616588,0.141922045143125,0.138617036118433,0.135388992477393,0.132236121888962
,Demand,AFISH-LIG,0.00196859172957007,0.00194029636170744,0.0019036830513664,0.00185842182948086,0.00181469023448861,0.00177243064334505,0.00173115517225112,0.00169084090351533,0.00165146545314184,0.00161300695840202
,Demand,AOTH-ELC,0.011645478000001,0.011299595657923,0.0108543465036142,0.0103223755231039,0.00981647641380314,0.00933537139460482,0.00887784530839027,0.00844274255283054,0.00802896416160917,0.00763546502869402
,\I:Demand,AOTH-NGA,0,0,0,0,0,0,0,0,0,0
,Demand,AOTH-FOL,0.0159423255000001,0.0154688224903246,0.014859289163604,0.0141310361431743,0.0134384747669361,0.0127798557891884,0.0121535156946751,0.0115578724969395,0.0109914217426023,0.0104527327114693
,Demand,AOTH-LPG,0.0554279635,0.0537816975560865,0.0516624840834034,0.0491305083164338,0.0467226245554577,0.0444327510574537,0.0422551041453222,0.0401841835996896,0.0382147587666596,0.0363418553464221
,Demand,AOTH-PET,0.00694245250000014,0.00673625471829764,0.00647081940474038,0.00615368486860794,0.00585209308026634,0.00556528229042193,0.00529252808307594,0.00503314154582154,0.00478646752981459,0.0045518829950231


sheetname: Dem_COM
range: B5:O46
filename: SuppXLS/Scen_Cohesive.xlsx
tag: ~TFM_INS-TS: Region=NI
types: TimeSlice (object), Attribute (object), Cset_CN (object), *2018 (object), 2020 (object), 2025 (object), 2030 (object), 2035 (object), 2040 (object), 2045 (object), 2050 (object), 2055 (object), 2060 (object)
TimeSlice,Attribute,Cset_CN,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,C_EDU-OTH,0.079,0.085165,0.088763,0.092157,0.09676,0.100614,0.103654,0.106146,0.108336,0.110354
,Demand,C_EDU-LT,0.073,0.078697,0.082022,0.085158,0.089411,0.092973,0.095781,0.098085,0.100108,0.101973
,Demand,C_EDU-SH,1.748,1.884407,1.964027,2.039117,2.140957,2.226246,2.293504,2.348658,2.397115,2.441755
,Demand,C_EDU-WH,0.128,0.137989,0.143819,0.149318,0.156775,0.16302,0.167945,0.171984,0.175532,0.178801
